frame.number,frame.time,frame.time_delta,,frame.len,mac-lte.rnti,mac-lte.direction
281,Aug 13 2019 19:24:08.094782000 MST,0.280872,3.980997,588,70,1
282,Aug 13 2019 19:24:08.128892000 MST,0.03411,4.015107,548,70,0
283,Aug 13 2019 19:24:08.179802000 MST,0.05091,4.066017,72,70,1
284,Aug 13 2019 19:24:08.208898000 MST,0.029096,4.095113,548,70,0
285,Aug 13 2019 19:24:08.220965000 MST,0.012067,4.10718,188,70,1
286,Aug 13 2019 19:24:08.248896000 MST,0.027931,4.135111,548,70,0
287,Aug 13 2019 19:24:08.288915000 MST,0.040019,4.17513,548,70,0
288,Aug 13 2019 19:24:08.301847000 MST,0.012932,4.188062,364,70,1
289,Aug 13 2019 19:24:08.328836000 MST,0.026989,4.215051,548,70,0
290,Aug 13 2019 19:24:08.348881000 MST,0.020045,4.235096,548,70,0
291,Aug 13 2019 19:24:08.361817000 MST,0.012936,4.248032,88,70,1
292,Aug 13 2019 19:24:08.388808000 MST,0.026991,4.275023,548,70,0
293,Aug 13 2019 19:24:08.401933000 MST,0.013125,4.288148,72,70,1
294,Aug 13 2019 19:24:08.428974000 MST,0.027041,4.315189,2784,70,1
295,Aug 13 2019 19:24:08.429988000 MST,0.001014,4.316203,1302,70,1
296,Aug 13 2019 19:24:08.468852000 MST,0.038864,4.355067,548,70,0
297,Aug 13 2019 19:24:08.508998000 MST,0.040146,4.395213,548,70,0
298,Aug 13 2019 19:24:08.521886000 MST,0.012888,4.408101,364,70,1
299,Aug 13 2019 19:24:08.568925000 MST,0.047039,4.45514,548,70,0
300,Aug 13 2019 19:24:08.621973000 MST,0.053048,4.508188,72,70,1
301,Aug 13 2019 19:24:13.669041000 MST,5.047068,9.555256,548,70,0
302,Aug 13 2019 19:24:13.681889000 MST,0.012848,9.568104,200,70,1
303,Aug 13 2019 19:24:13.708974000 MST,0.027085,9.595189,548,70,0
304,Aug 13 2019 19:24:13.728997000 MST,0.020023,9.615212,548,70,0
305,Aug 13 2019 19:24:13.768801000 MST,0.039804,9.655016,88,70,1
306,Aug 13 2019 19:24:13.808999000 MST,0.040198,9.695214,548,70,0
307,Aug 13 2019 19:24:13.817884000 MST,0.008885,9.704099,128,70,0
308,Aug 13 2019 19:24:13.857936000 MST,0.040052,9.744151,284,70,1
309,Aug 13 2019 19:24:13.888866000 MST,0.03093,9.775081,548,70,0
310,Aug 13 2019 19:24:13.931884000 MST,0.043018,9.818099,72,70,1
311,Aug 13 2019 19:24:13.968814000 MST,0.03693,9.855029,548,70,0
312,Aug 13 2019 19:24:14.008869000 MST,0.040055,9.895084,160,70,1
313,Aug 13 2019 19:24:14.011921000 MST,0.003052,9.898136,388,70,1
314,Aug 13 2019 19:24:14.013860000 MST,0.001939,9.900075,3557,70,1
315,Aug 13 2019 19:24:14.048856000 MST,0.034996,9.935071,548,70,0
316,Aug 13 2019 19:24:14.088994000 MST,0.040138,9.975209,548,70,0
317,Aug 13 2019 19:24:14.148919000 MST,0.059925,10.035134,548,70,0
318,Aug 13 2019 19:24:14.191834000 MST,0.042915,10.078049,72,70,1
319,Aug 13 2019 19:24:14.228939000 MST,0.037105,10.115154,548,70,0
320,Aug 13 2019 19:24:14.267937000 MST,0.038998,10.154152,72,70,1
321,Aug 13 2019 19:24:28.908829000 MST,14.640892,24.795044,548,70,0
322,Aug 13 2019 19:24:28.920859000 MST,0.01203,24.807074,72,70,1
323,Aug 13 2019 19:24:29.946749000 MST,1.02589,25.832964,532,70,1
324,Aug 13 2019 19:24:29.988862000 MST,0.042113,25.875077,548,70,0
325,Aug 13 2019 19:24:30.408823000 MST,0.419961,26.295038,548,70,0
326,Aug 13 2019 19:24:30.428920000 MST,0.020097,26.315135,548,70,0
327,Aug 13 2019 19:24:30.472800000 MST,0.04388,26.359015,88,70,1
328,Aug 13 2019 19:24:30.488854000 MST,0.016054,26.375069,548,70,0
329,Aug 13 2019 19:24:30.492880000 MST,0.004026,26.379095,88,70,1
330,Aug 13 2019 19:24:30.504723000 MST,0.011843,26.390938,72,70,1
331,Aug 13 2019 19:24:30.508892000 MST,0.004169,26.395107,548,70,0
332,Aug 13 2019 19:24:30.536858000 MST,0.027966,26.423073,308,70,1
333,Aug 13 2019 19:24:30.568886000 MST,0.032028,26.455101,548,70,0
334,Aug 13 2019 19:24:30.573887000 MST,0.005001,26.460102,284,70,1
335,Aug 13 2019 19:24:30.579907000 MST,0.00602,26.466122,612,70,1
336,Aug 13 2019 19:24:30.580888000 MST,0.000981,26.467103,88,70,1
337,Aug 13 2019 19:24:30.586874000 MST,0.005986,26.473089,176,70,1
338,Aug 13 2019 19:24:30.609023000 MST,0.022149,26.495238,548,70,0
339,Aug 13 2019 19:24:30.617959000 MST,0.008936,26.504174,1398,70,0
340,Aug 13 2019 19:24:30.630927000 MST,0.012968,26.517142,72,70,1
341,Aug 13 2019 19:24:30.636735000 MST,0.005808,26.52295,232,70,1
342,Aug 13 2019 19:24:30.637803000 MST,0.001068,26.524018,88,70,1
343,Aug 13 2019 19:24:30.656791000 MST,0.018988,26.543006,2784,70,1
344,Aug 13 2019 19:24:30.658726000 MST,0.001935,26.544941,1254,70,1
345,Aug 13 2019 19:24:30.668952000 MST,0.010226,26.555167,548,70,0
346,Aug 13 2019 19:24:30.677803000 MST,0.008851,26.564018,300,70,0
347,Aug 13 2019 19:24:30.681831000 MST,0.004028,26.568046,72,70,1
348,Aug 13 2019 19:24:30.685735000 MST,0.003904,26.57195,308,70,1
349,Aug 13 2019 19:24:30.686872000 MST,0.001137,26.573087,588,70,0
350,Aug 13 2019 19:24:30.690883000 MST,0.004011,26.577098,388,70,1
351,Aug 13 2019 19:24:30.695945000 MST,0.005062,26.58216,886,70,0
352,Aug 13 2019 19:24:30.708778000 MST,0.012833,26.594993,364,70,1
353,Aug 13 2019 19:24:30.728899000 MST,0.020121,26.615114,548,70,0
354,Aug 13 2019 19:24:30.738036000 MST,0.009137,26.624251,1398,70,0
355,Aug 13 2019 19:24:30.775870000 MST,0.037834,26.662085,72,70,1
356,Aug 13 2019 19:24:30.790756000 MST,0.014886,26.676971,72,70,1
357,Aug 13 2019 19:24:30.801777000 MST,0.011021,26.687992,72,70,1
358,Aug 13 2019 19:24:30.827870000 MST,0.026093,26.714085,188,70,1
359,Aug 13 2019 19:24:30.838871000 MST,0.011001,26.725086,764,70,1
360,Aug 13 2019 19:24:30.839770000 MST,0.000899,26.725985,108,70,1
361,Aug 13 2019 19:24:30.843827000 MST,0.004057,26.730042,188,70,1
362,Aug 13 2019 19:24:30.848863000 MST,0.005036,26.735078,548,70,0
363,Aug 13 2019 19:24:30.868884000 MST,0.020021,26.755099,548,70,0
364,Aug 13 2019 19:24:30.877940000 MST,0.009056,26.764155,500,70,0
365,Aug 13 2019 19:24:30.886784000 MST,0.008844,26.772999,732,70,0
366,Aug 13 2019 19:24:30.903801000 MST,0.017017,26.790016,72,70,1
367,Aug 13 2019 19:24:30.934841000 MST,0.03104,26.821056,176,70,1
368,Aug 13 2019 19:24:30.968757000 MST,0.033916,26.854972,548,70,0
369,Aug 13 2019 19:24:30.981868000 MST,0.013111,26.868083,88,70,1
370,Aug 13 2019 19:24:31.008851000 MST,0.026983,26.895066,548,70,0
371,Aug 13 2019 19:24:31.021830000 MST,0.012979,26.908045,72,70,1
372,Aug 13 2019 19:24:31.023714000 MST,0.001884,26.909929,950,70,1
373,Aug 13 2019 19:24:31.027883000 MST,0.004169,26.914098,886,70,1
374,Aug 13 2019 19:24:31.028886000 MST,0.001003,26.915101,612,70,1
375,Aug 13 2019 19:24:31.033854000 MST,0.004968,26.920069,612,70,1
376,Aug 13 2019 19:24:31.047881000 MST,0.014027,26.934096,2400,70,1
377,Aug 13 2019 19:24:31.048724000 MST,0.000843,26.934939,78,70,1
378,Aug 13 2019 19:24:31.068829000 MST,0.020105,26.955044,548,70,0
379,Aug 13 2019 19:24:31.077905000 MST,0.009076,26.96412,404,70,0
380,Aug 13 2019 19:24:31.086926000 MST,0.009021,26.973141,660,70,0
381,Aug 13 2019 19:24:31.099885000 MST,0.012959,26.9861,364,70,1
382,Aug 13 2019 19:24:31.128818000 MST,0.028933,27.015033,548,70,0
383,Aug 13 2019 19:24:31.142789000 MST,0.013971,27.029004,1078,70,1
384,Aug 13 2019 19:24:31.143861000 MST,0.001072,27.030076,108,70,1
385,Aug 13 2019 19:24:31.188771000 MST,0.04491,27.074986,548,70,0
386,Aug 13 2019 19:24:31.265777000 MST,0.077006,27.151992,72,70,1
387,Aug 13 2019 19:24:31.277823000 MST,0.012046,27.164038,72,70,1
388,Aug 13 2019 19:24:31.329831000 MST,0.052008,27.216046,88,70,1
389,Aug 13 2019 19:24:31.348822000 MST,0.018991,27.235037,548,70,0
390,Aug 13 2019 19:24:31.357903000 MST,0.009081,27.244118,208,70,0
391,Aug 13 2019 19:24:31.498877000 MST,0.140974,27.385092,284,70,1
392,Aug 13 2019 19:24:31.528916000 MST,0.030039,27.415131,548,70,0
393,Aug 13 2019 19:24:31.548797000 MST,0.019881,27.435012,548,70,0
394,Aug 13 2019 19:24:31.557881000 MST,0.009084,27.444096,732,70,0
395,Aug 13 2019 19:24:31.621858000 MST,0.063977,27.508073,72,70,1
396,Aug 13 2019 19:24:31.627886000 MST,0.006028,27.514101,176,70,1
397,Aug 13 2019 19:24:31.668934000 MST,0.041048,27.555149,548,70,0
398,Aug 13 2019 19:24:31.703829000 MST,0.034895,27.590044,136,70,1
399,Aug 13 2019 19:24:31.728898000 MST,0.025069,27.615113,548,70,0
400,Aug 13 2019 19:24:31.779793000 MST,0.050895,27.666008,72,70,1
401,Aug 13 2019 19:24:32.828809000 MST,1.049016,28.715024,548,70,0
402,Aug 13 2019 19:24:32.892764000 MST,0.063955,28.778979,72,70,1
403,Aug 13 2019 19:24:32.897758000 MST,0.004994,28.783973,176,70,1
404,Aug 13 2019 19:24:32.928862000 MST,0.031104,28.815077,548,70,0
405,Aug 13 2019 19:24:33.035799000 MST,0.106937,28.922014,72,70,1
406,Aug 13 2019 19:24:34.968954000 MST,1.933155,30.855169,548,70,0
407,Aug 13 2019 19:24:35.033845000 MST,0.064891,30.92006,88,70,1
408,Aug 13 2019 19:24:35.068861000 MST,0.035016,30.955076,548,70,0
409,Aug 13 2019 19:24:35.133740000 MST,0.064879,31.019955,308,70,1
410,Aug 13 2019 19:24:35.168924000 MST,0.035184,31.055139,548,70,0
411,Aug 13 2019 19:24:35.276776000 MST,0.107852,31.162991,72,70,1
412,Aug 13 2019 19:24:36.168918000 MST,0.892142,32.055133,548,70,0
413,Aug 13 2019 19:24:36.308848000 MST,0.13993,32.195063,72,70,1
414,Aug 13 2019 19:24:36.322838000 MST,0.01399,32.209053,88,70,1
415,Aug 13 2019 19:24:36.328798000 MST,0.00596,32.215013,548,70,0
416,Aug 13 2019 19:24:36.348826000 MST,0.020028,32.235041,548,70,0
417,Aug 13 2019 19:24:36.502748000 MST,0.153922,32.388963,284,70,1
418,Aug 13 2019 19:24:36.510780000 MST,0.008032,32.396995,612,70,1
419,Aug 13 2019 19:24:36.528918000 MST,0.018138,32.415133,548,70,0
420,Aug 13 2019 19:24:36.548783000 MST,0.019865,32.434998,548,70,0
421,Aug 13 2019 19:24:36.557836000 MST,0.009053,32.444051,208,70,0
422,Aug 13 2019 19:24:36.713756000 MST,0.15592,32.599971,1446,70,1
423,Aug 13 2019 19:24:36.723860000 MST,0.010104,32.610075,612,70,1
424,Aug 13 2019 19:24:36.748935000 MST,0.025075,32.63515,548,70,0
425,Aug 13 2019 19:24:36.768821000 MST,0.019886,32.655036,548,70,0
426,Aug 13 2019 19:24:36.832775000 MST,0.063954,32.71899,72,70,1
427,Aug 13 2019 19:24:36.835819000 MST,0.003044,32.722034,256,70,1
428,Aug 13 2019 19:24:36.868922000 MST,0.033103,32.755137,548,70,0
429,Aug 13 2019 19:24:36.963750000 MST,0.094828,32.849965,72,70,1
430,Aug 13 2019 19:24:36.976841000 MST,0.013091,32.863056,72,70,1
431,Aug 13 2019 19:24:37.288856000 MST,0.312015,33.175071,548,70,0
432,Aug 13 2019 19:24:37.352824000 MST,0.063968,33.239039,72,70,1
433,Aug 13 2019 19:24:37.356731000 MST,0.003907,33.242946,208,70,1
434,Aug 13 2019 19:24:37.388927000 MST,0.032196,33.275142,548,70,0
435,Aug 13 2019 19:24:37.408800000 MST,0.019873,33.295015,548,70,0
436,Aug 13 2019 19:24:37.417962000 MST,0.009162,33.304177,1635,70,0
437,Aug 13 2019 19:24:37.448896000 MST,0.030934,33.335111,548,70,0
438,Aug 13 2019 19:24:37.472775000 MST,0.023879,33.35899,72,70,1
439,Aug 13 2019 19:24:37.476850000 MST,0.004075,33.363065,188,70,1
440,Aug 13 2019 19:24:37.481843000 MST,0.004993,33.368058,72,70,1
441,Aug 13 2019 19:24:37.485763000 MST,0.00392,33.371978,468,70,1
442,Aug 13 2019 19:24:37.486783000 MST,0.00102,33.372998,176,70,1
443,Aug 13 2019 19:24:37.487889000 MST,0.001106,33.374104,886,70,1
444,Aug 13 2019 19:24:37.508889000 MST,0.021,33.395104,548,70,0
445,Aug 13 2019 19:24:37.517938000 MST,0.009049,33.404153,500,70,0
446,Aug 13 2019 19:24:37.526791000 MST,0.008853,33.413006,732,70,0
447,Aug 13 2019 19:24:37.567719000 MST,0.040928,33.453934,72,70,1
448,Aug 13 2019 19:24:37.572830000 MST,0.005111,33.459045,1254,70,1
449,Aug 13 2019 19:24:37.590764000 MST,0.017934,33.476979,72,70,1
450,Aug 13 2019 19:24:37.608960000 MST,0.018196,33.495175,548,70,0
451,Aug 13 2019 19:24:37.988842000 MST,0.379882,33.875057,548,70,0
452,Aug 13 2019 19:24:38.004706000 MST,0.015864,33.890921,72,70,1
453,Aug 13 2019 19:24:38.025853000 MST,0.021147,33.912068,176,70,1
454,Aug 13 2019 19:24:38.048805000 MST,0.022952,33.93502,548,70,0
455,Aug 13 2019 19:24:38.060831000 MST,0.012026,33.947046,88,70,1
456,Aug 13 2019 19:24:38.088913000 MST,0.028082,33.975128,548,70,0
457,Aug 13 2019 19:24:38.097909000 MST,0.008996,33.984124,128,70,0
458,Aug 13 2019 19:24:38.110819000 MST,0.01291,33.997034,72,70,1
459,Aug 13 2019 19:24:38.136770000 MST,0.025951,34.022985,3437,70,1
460,Aug 13 2019 19:24:38.168969000 MST,0.032199,34.055184,548,70,0
461,Aug 13 2019 19:24:38.268854000 MST,0.099885,34.155069,548,70,0
462,Aug 13 2019 19:24:38.277930000 MST,0.009076,34.164145,1158,70,0
463,Aug 13 2019 19:24:38.280880000 MST,0.00295,34.167095,886,70,1
464,Aug 13 2019 19:24:38.281896000 MST,0.001016,34.168111,120,70,1
465,Aug 13 2019 19:24:38.289895000 MST,0.007999,34.17611,72,70,1
466,Aug 13 2019 19:24:38.308939000 MST,0.019044,34.195154,548,70,0
467,Aug 13 2019 19:24:38.320756000 MST,0.011817,34.206971,88,70,1
468,Aug 13 2019 19:24:38.327835000 MST,0.007079,34.21405,1254,70,1
469,Aug 13 2019 19:24:38.328748000 MST,0.000913,34.214963,532,70,1
470,Aug 13 2019 19:24:38.348865000 MST,0.020117,34.23508,548,70,0
471,Aug 13 2019 19:24:38.368877000 MST,0.020012,34.255092,548,70,0
472,Aug 13 2019 19:24:38.384765000 MST,0.015888,34.27098,72,70,1
473,Aug 13 2019 19:24:38.528903000 MST,0.144138,34.415118,548,70,0
474,Aug 13 2019 19:24:38.868934000 MST,0.340031,34.755149,548,70,0
475,Aug 13 2019 19:24:38.932899000 MST,0.063965,34.819114,88,70,1
476,Aug 13 2019 19:24:39.348830000 MST,0.415931,35.235045,548,70,0
477,Aug 13 2019 19:24:39.412800000 MST,0.06397,35.299015,128,70,1
478,Aug 13 2019 19:24:40.748942000 MST,1.336142,36.635157,548,70,0
479,Aug 13 2019 19:24:40.893866000 MST,0.144924,36.780081,72,70,1
480,Aug 13 2019 19:24:40.898783000 MST,0.004917,36.784998,72,70,1
481,Aug 13 2019 19:24:40.928862000 MST,0.030079,36.815077,548,70,0
482,Aug 13 2019 19:24:41.208882000 MST,0.28002,37.095097,548,70,0
483,Aug 13 2019 19:24:41.272795000 MST,0.063913,37.15901,72,70,1
484,Aug 13 2019 19:24:42.208792000 MST,0.935997,38.095007,548,70,0
485,Aug 13 2019 19:24:42.272781000 MST,0.063989,38.158996,612,70,1
486,Aug 13 2019 19:24:42.308856000 MST,0.036075,38.195071,548,70,0
487,Aug 13 2019 19:24:42.317905000 MST,0.009049,38.20412,268,70,0
488,Aug 13 2019 19:24:42.382788000 MST,0.064883,38.269003,660,70,1
489,Aug 13 2019 19:24:42.408756000 MST,0.025968,38.294971,548,70,0
490,Aug 13 2019 19:24:42.428793000 MST,0.020037,38.315008,548,70,0
491,Aug 13 2019 19:24:42.437961000 MST,0.009168,38.324176,1707,70,0
492,Aug 13 2019 19:24:42.438698000 MST,0.000737,38.324913,140,70,0
493,Aug 13 2019 19:24:42.502745000 MST,0.064047,38.38896,72,70,1
494,Aug 13 2019 19:24:42.503823000 MST,0.001078,38.390038,822,70,1
495,Aug 13 2019 19:24:42.548769000 MST,0.044946,38.434984,548,70,0
496,Aug 13 2019 19:24:44.888916000 MST,2.340147,40.775131,548,70,0
497,Aug 13 2019 19:24:44.901801000 MST,0.012885,40.788016,1158,70,1
498,Aug 13 2019 19:24:44.928825000 MST,0.027024,40.81504,548,70,0
499,Aug 13 2019 19:24:44.941723000 MST,0.012898,40.827938,1158,70,1
500,Aug 13 2019 19:24:44.944718000 MST,0.002995,40.830933,1158,70,1
501,Aug 13 2019 19:24:44.988792000 MST,0.044074,40.875007,548,70,0
502,Aug 13 2019 19:24:47.699897000 MST,2.711105,43.586112,148,70,1
503,Aug 13 2019 19:24:47.728828000 MST,0.028931,43.615043,548,70,0
504,Aug 13 2019 19:24:47.793737000 MST,0.064909,43.679952,72,70,1
505,Aug 13 2019 19:24:47.908734000 MST,0.114997,43.794949,548,70,0
506,Aug 13 2019 19:24:47.925761000 MST,0.017027,43.811976,72,70,1
507,Aug 13 2019 19:24:47.928786000 MST,0.003025,43.815001,548,70,0
508,Aug 13 2019 19:24:47.937852000 MST,0.009066,43.824067,548,70,0
509,Aug 13 2019 19:24:47.952723000 MST,0.014871,43.838938,72,70,1
510,Aug 13 2019 19:24:47.956766000 MST,0.004043,43.842981,200,70,1
511,Aug 13 2019 19:24:47.993886000 MST,0.03712,43.880101,1350,70,1
512,Aug 13 2019 19:24:48.008826000 MST,0.01494,43.895041,548,70,0
513,Aug 13 2019 19:24:48.020856000 MST,0.01203,43.907071,88,70,1
514,Aug 13 2019 19:24:48.028908000 MST,0.008052,43.915123,548,70,0
515,Aug 13 2019 19:24:48.048751000 MST,0.019843,43.934966,548,70,0
516,Aug 13 2019 19:24:48.057829000 MST,0.009078,43.944044,128,70,0
517,Aug 13 2019 19:24:48.070714000 MST,0.012885,43.956929,72,70,1
518,Aug 13 2019 19:24:48.097839000 MST,0.027125,43.984054,2688,70,1
519,Aug 13 2019 19:24:48.100857000 MST,0.003018,43.987072,1350,70,1
520,Aug 13 2019 19:24:48.101759000 MST,0.000902,43.987974,56,70,1
521,Aug 13 2019 19:24:48.128883000 MST,0.027124,44.015098,548,70,0
522,Aug 13 2019 19:24:48.168935000 MST,0.040052,44.05515,548,70,0
523,Aug 13 2019 19:24:48.178268000 MST,0.009333,44.064483,1635,70,0
524,Aug 13 2019 19:24:48.181800000 MST,0.003532,44.068015,764,70,1
525,Aug 13 2019 19:24:48.190887000 MST,0.009087,44.077102,72,70,1
526,Aug 13 2019 19:24:48.208922000 MST,0.018035,44.095137,548,70,0
527,Aug 13 2019 19:24:48.261834000 MST,0.052912,44.148049,72,70,1
528,Aug 13 2019 19:24:48.302763000 MST,0.040929,44.188978,1851,70,1
529,Aug 13 2019 19:24:48.303852000 MST,0.001089,44.190067,708,70,1
530,Aug 13 2019 19:24:48.328980000 MST,0.025128,44.215195,548,70,0
531,Aug 13 2019 19:24:48.348826000 MST,0.019846,44.235041,548,70,0
532,Aug 13 2019 19:24:48.360836000 MST,0.01201,44.247051,72,70,1
533,Aug 13 2019 19:24:48.388937000 MST,0.028101,44.275152,548,70,0
534,Aug 13 2019 19:24:48.397916000 MST,0.008979,44.284131,1158,70,0
535,Aug 13 2019 19:24:48.400743000 MST,0.002827,44.286958,72,70,1
536,Aug 13 2019 19:24:48.409801000 MST,0.009058,44.296016,128,70,1
537,Aug 13 2019 19:24:48.481832000 MST,0.072031,44.368047,1078,70,1
538,Aug 13 2019 19:24:48.508819000 MST,0.026987,44.395034,548,70,0
539,Aug 13 2019 19:24:48.520878000 MST,0.012059,44.407093,72,70,1
540,Aug 13 2019 19:24:48.728874000 MST,0.207996,44.615089,548,70,0
541,Aug 13 2019 19:24:48.792933000 MST,0.064059,44.679148,420,70,1
542,Aug 13 2019 19:24:48.793861000 MST,0.000928,44.680076,88,70,1
543,Aug 13 2019 19:24:48.829052000 MST,0.035191,44.715267,548,70,0
544,Aug 13 2019 19:24:48.893836000 MST,0.064784,44.780051,532,70,1
545,Aug 13 2019 19:24:48.928811000 MST,0.034975,44.815026,548,70,0
546,Aug 13 2019 19:24:48.948915000 MST,0.020104,44.83513,548,70,0
547,Aug 13 2019 19:24:48.957989000 MST,0.009074,44.844204,208,70,0
548,Aug 13 2019 19:24:48.988760000 MST,0.030771,44.874975,548,70,0
549,Aug 13 2019 19:24:49.022815000 MST,0.034055,44.90903,120,70,1
550,Aug 13 2019 19:24:49.048929000 MST,0.026114,44.935144,548,70,0
551,Aug 13 2019 19:24:49.108826000 MST,0.059897,44.995041,72,70,1
552,Aug 13 2019 19:24:50.008803000 MST,0.899977,45.895018,548,70,0
553,Aug 13 2019 19:24:50.072811000 MST,0.064008,45.959026,72,70,1
554,Aug 13 2019 19:24:50.388874000 MST,0.316063,46.275089,548,70,0
555,Aug 13 2019 19:24:50.453794000 MST,0.06492,46.340009,72,70,1
556,Aug 13 2019 19:24:53.408730000 MST,2.954936,49.294945,548,70,0
557,Aug 13 2019 19:24:53.472728000 MST,0.063998,49.358943,72,70,1
